Question ID,Question Text,Truth Query,LLM Query,Generation Time (s),Truth Exec Time (s),LLM Exec Time (s),String Match,Execution Score,Error_Message
77,what is the biggest american city in a state with a river,"SELECT DISTINCT CITYalias0.CITY_NAME FROM CITY AS CITYalias0 , RIVER AS RIVERalias0 WHERE CITYalias0.POPULATION = ( SELECT MAX( CITYalias1.POPULATION ) FROM CITY AS CITYalias1 , RIVER AS RIVERalias1 WHERE RIVERalias1.TRAVERSE = CITYalias1.STATE_NAME ) AND RIVERalias0.TRAVERSE = CITYalias0.STATE_NAME ;","select c.city_name, c.population 
from city c 
join state s on c.state_name = s.state_name 
join river r on s.state_name = r.traverse 
where c.country_name = 'usa' 
order by c.population desc 
limit 1",2.605,0.0017,0.0026,0,0,Data Mismatch
78,what is the biggest capital city in the us,"SELECT CITYalias0.CITY_NAME FROM CITY AS CITYalias0 WHERE CITYalias0.POPULATION = ( SELECT MAX( CITYalias1.POPULATION ) FROM CITY AS CITYalias1 , STATE AS STATEalias0 WHERE STATEalias0.CAPITAL = CITYalias1.CITY_NAME ) ;",select s.capital from state s join city c on s.capital = c.city_name and s.country_name = 'usa' and c.country_name = 'usa' order by c.population desc limit 1,2.596,0.0006,0.0009,0,1,
79,what is the capital of states that have cities named durham,"SELECT STATEalias0.CAPITAL FROM CITY AS CITYalias0 , STATE AS STATEalias0 WHERE CITYalias0.CITY_NAME = ""durham"" AND STATEalias0.STATE_NAME = CITYalias0.STATE_NAME ;",select distinct t1.capital from state t1 inner join city t2 on t1.state_name = t2.state_name where t2.city_name = 'durham',2.386,0.0003,0.0002,0,1,
80,what is the capital of the smallest state,SELECT STATEalias0.CAPITAL FROM STATE AS STATEalias0 WHERE STATEalias0.AREA = ( SELECT MIN( STATEalias1.AREA ) FROM STATE AS STATEalias1 ) ;,select capital from state order by area asc limit 1,2.228,0.0008,0.0002,0,1,
81,what is the capital of the state with the largest population density,SELECT DISTINCT STATEalias0.CAPITAL FROM STATE AS STATEalias0 WHERE STATEalias0.DENSITY = ( SELECT MAX( STATEalias1.DENSITY ) FROM STATE AS STATEalias1 ) ;,select capital from state order by density desc limit 1,2.262,0.0003,0.0001,0,1,
82,what is the capital of the state with the largest population,SELECT STATEalias0.CAPITAL FROM STATE AS STATEalias0 WHERE STATEalias0.POPULATION = ( SELECT MAX( STATEalias1.POPULATION ) FROM STATE AS STATEalias1 ) ;,select capital from state where population = (select max(population) from state),2.216,0.0001,0.0,0,1,
83,what is the capital of the state with the longest river,SELECT STATEalias0.CAPITAL FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME IN ( SELECT RIVERalias0.TRAVERSE FROM RIVER AS RIVERalias0 WHERE RIVERalias0.LENGTH = ( SELECT MAX( RIVERalias1.LENGTH ) FROM RIVER AS RIVERalias1 ) ) ;,select s.capital from state s join river r on s.country_name = r.country_name order by r.length desc limit 1,2.339,0.0004,0.0005,0,0,Data Mismatch
84,what is the combined area of all 50 states,SELECT SUM( STATEalias0.AREA ) FROM STATE AS STATEalias0 ;,select sum(area) from state,2.178,0.0002,0.0001,0,1,
85,what is the density of the new york,"SELECT STATEalias0.DENSITY FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = ""new york"" ;",select density from state where state_name = 'new york',2.218,0.0002,0.0,0,1,
86,what is the highest mountain in the us,SELECT MOUNTAINalias0.MOUNTAIN_NAME FROM MOUNTAIN AS MOUNTAINalias0 WHERE MOUNTAINalias0.MOUNTAIN_ALTITUDE = ( SELECT MAX( MOUNTAINalias1.MOUNTAIN_ALTITUDE ) FROM MOUNTAIN AS MOUNTAINalias1 ) ;,"select mountain_name, mountain_altitude from mountain where country_name = 'usa' order by mountain_altitude desc limit 1",2.401,0.0012,0.0001,0,0,Data Mismatch
87,what is the highest point in the state with capital austin,"SELECT HIGHLOWalias0.HIGHEST_POINT FROM HIGHLOW AS HIGHLOWalias0 WHERE HIGHLOWalias0.STATE_NAME IN ( SELECT STATEalias0.STATE_NAME FROM STATE AS STATEalias0 WHERE STATEalias0.CAPITAL = ""austin"" ) ;",select highest_point from highlow where state_name = (select state_name from state where capital = 'austin'),2.236,0.0004,0.0001,0,1,
88,what is the highest point in the usa,SELECT HIGHLOWalias0.HIGHEST_POINT FROM HIGHLOW AS HIGHLOWalias0 WHERE HIGHLOWalias0.HIGHEST_ELEVATION = ( SELECT MAX( HIGHLOWalias1.HIGHEST_ELEVATION ) FROM HIGHLOW AS HIGHLOWalias1 ) ;,select highest_point from highlow where state_name in (select state_name from state where country_name = 'usa') order by highest_elevation desc limit 1,2.338,0.0007,0.0005,0,1,
89,what is the highest point of the state with the smallest population density,SELECT HIGHLOWalias0.HIGHEST_POINT FROM HIGHLOW AS HIGHLOWalias0 WHERE HIGHLOWalias0.STATE_NAME IN ( SELECT STATEalias0.STATE_NAME FROM STATE AS STATEalias0 WHERE STATEalias0.DENSITY = ( SELECT MIN( STATEalias1.DENSITY ) FROM STATE AS STATEalias1 ) ) ;,select h.highest_point from highlow h join state s on h.state_name = s.state_name order by s.density asc limit 1,2.411,0.0008,0.0004,0,1,
90,what is the largest city in smallest state through which the mississippi runs,"SELECT CITYalias0.CITY_NAME FROM CITY AS CITYalias0 WHERE CITYalias0.STATE_NAME IN ( SELECT STATEalias0.STATE_NAME FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME IN ( SELECT RIVERalias1.TRAVERSE FROM RIVER AS RIVERalias1 WHERE RIVERalias1.RIVER_NAME = ""mississippi"" ) AND STATEalias0.AREA = ( SELECT MIN( STATEalias1.AREA ) FROM STATE AS STATEalias1 WHERE STATEalias1.STATE_NAME IN ( SELECT RIVERalias0.TRAVERSE FROM RIVER AS RIVERalias0 WHERE RIVERalias0.RIVER_NAME = ""mississippi"" ) ) ) ORDER BY CITYalias0.POPULATION DESC LIMIT 1 ;",select city_name from city where population = (select max(population) from city where state_name in (select state_name from border_info where border = 'mississippi')) and state_name in (select state_name from state where area = (select min(area) from state where state_name in (select state_name from border_info where border = 'mississippi'))),2.579,0.0006,0.0021,0,1,
91,what is the largest city in the smallest state in the usa,SELECT CITYalias0.CITY_NAME FROM CITY AS CITYalias0 WHERE CITYalias0.POPULATION = ( SELECT MAX( CITYalias1.POPULATION ) FROM CITY AS CITYalias1 WHERE CITYalias1.STATE_NAME IN ( SELECT STATEalias0.STATE_NAME FROM STATE AS STATEalias0 WHERE STATEalias0.AREA = ( SELECT MIN( STATEalias1.AREA ) FROM STATE AS STATEalias1 ) ) ) AND CITYalias0.STATE_NAME IN ( SELECT STATEalias2.STATE_NAME FROM STATE AS STATEalias2 WHERE STATEalias2.AREA = ( SELECT MIN( STATEalias3.AREA ) FROM STATE AS STATEalias3 ) ) ;,"select city_name, population from city where state_name = (select state_name from state where country_name = 'usa' order by area asc limit 1) order by population desc limit 1",2.386,0.0009,0.0022,0,0,Data Mismatch
92,what is the largest state bordering arkansas,"SELECT STATEalias0.STATE_NAME FROM STATE AS STATEalias0 WHERE STATEalias0.AREA = ( SELECT MAX( STATEalias1.AREA ) FROM STATE AS STATEalias1 WHERE STATEalias1.STATE_NAME IN ( SELECT BORDER_INFOalias0.BORDER FROM BORDER_INFO AS BORDER_INFOalias0 WHERE BORDER_INFOalias0.STATE_NAME = ""arkansas"" ) ) AND STATEalias0.STATE_NAME IN ( SELECT BORDER_INFOalias1.BORDER FROM BORDER_INFO AS BORDER_INFOalias1 WHERE BORDER_INFOalias1.STATE_NAME = ""arkansas"" ) ;",select state_name from border_info where border = 'arkansas' order by (select area from state where state.state_name = border_info.state_name) desc limit 1,2.296,0.0021,0.0005,0,1,
93,what is the length of the river that flows through the most states,"SELECT DISTINCT RIVERalias0.LENGTH FROM RIVER AS RIVERalias0 WHERE RIVERalias0.RIVER_NAME = ( SELECT RIVER_NAME FROM ( SELECT COUNT( 1 ) AS DERIVED_FIELDalias0 , RIVERalias1.RIVER_NAME FROM RIVER AS RIVERalias1 GROUP BY RIVERalias1.RIVER_NAME ) AS DERIVED_TABLEalias0 WHERE DERIVED_TABLEalias0.DERIVED_FIELDalias0 = ( SELECT MAX( DERIVED_TABLEalias1.DERIVED_FIELDalias1 ) FROM ( SELECT COUNT( 1 ) AS DERIVED_FIELDalias1 , RIVERalias2.RIVER_NAME FROM RIVER AS RIVERalias2 GROUP BY RIVERalias2.RIVER_NAME ) AS DERIVED_TABLEalias1 ) ) ;",select length from river where traverse = (select traverse from river group by traverse order by count(traverse) desc limit 1),2.36,0.0014,0.0003,0,0,Data Mismatch
94,what is the longest river in the largest state,SELECT RIVERalias0.RIVER_NAME FROM RIVER AS RIVERalias0 WHERE RIVERalias0.LENGTH = ( SELECT MAX( RIVERalias1.LENGTH ) FROM RIVER AS RIVERalias1 WHERE RIVERalias1.TRAVERSE IN ( SELECT STATEalias0.STATE_NAME FROM STATE AS STATEalias0 WHERE STATEalias0.AREA = ( SELECT MAX( STATEalias1.AREA ) FROM STATE AS STATEalias1 ) ) ) AND RIVERalias0.TRAVERSE IN ( SELECT STATEalias2.STATE_NAME FROM STATE AS STATEalias2 WHERE STATEalias2.AREA = ( SELECT MAX( STATEalias3.AREA ) FROM STATE AS STATEalias3 ) ) ;,"select r.river_name, r.length 
from river r 
join state s on r.country_name = s.country_name 
where s.country_name = 'usa' 
and s.area = (select max(area) from state) 
and r.length = (select max(length) from river where country_name = 'usa' and traverse = (select state_name from state where area = (select max(area) from state)))",2.565,0.0004,0.0002,0,1,
95,what is the longest river in the states that border nebraska,"SELECT RIVERalias0.RIVER_NAME FROM RIVER AS RIVERalias0 WHERE RIVERalias0.LENGTH = ( SELECT MAX( RIVERalias1.LENGTH ) FROM RIVER AS RIVERalias1 WHERE RIVERalias1.TRAVERSE IN ( SELECT BORDER_INFOalias0.BORDER FROM BORDER_INFO AS BORDER_INFOalias0 WHERE BORDER_INFOalias0.STATE_NAME = ""nebraska"" ) ) AND RIVERalias0.TRAVERSE IN ( SELECT BORDER_INFOalias1.BORDER FROM BORDER_INFO AS BORDER_INFOalias1 WHERE BORDER_INFOalias1.STATE_NAME = ""nebraska"" ) ;","select r.river_name, r.length 
from river r 
join border_info b 
on r.traverse = b.border 
where b.state_name = 'nebraska' 
order by r.length desc 
limit 1",2.635,0.0017,0.0004,0,0,Data Mismatch
96,what is the longest river in the state with the most major cities,SELECT RIVERalias0.RIVER_NAME FROM RIVER AS RIVERalias0 WHERE RIVERalias0.TRAVERSE = ( SELECT CITYalias0.STATE_NAME FROM CITY AS CITYalias0 WHERE CITYalias0.POPULATION > 150000 GROUP BY CITYalias0.STATE_NAME ORDER BY COUNT( CITYalias0.CITY_NAME ) DESC LIMIT 1 ) ORDER BY RIVERalias0.LENGTH DESC LIMIT 1 ;,"select r.river_name, r.length 
from river r 
join state s on r.country_name = s.country_name 
where s.state_name = ( 
  select c.state_name 
  from city c 
  group by c.state_name 
  order by count(c.city_name) desc 
  limit 1 
) 
order by r.length desc 
limit 1",2.603,0.0008,0.0006,0,0,Data Mismatch
97,what is the lowest point in arkansas,"SELECT HIGHLOWalias0.LOWEST_POINT FROM HIGHLOW AS HIGHLOWalias0 WHERE HIGHLOWalias0.STATE_NAME = ""arkansas"" ;",select lowest_point from highlow where state_name = 'arkansas',2.266,0.0004,0.0001,0,1,
98,what is the lowest point in usa,SELECT HIGHLOWalias0.LOWEST_POINT FROM HIGHLOW AS HIGHLOWalias0 WHERE HIGHLOWalias0.LOWEST_ELEVATION = ( SELECT MIN( HIGHLOWalias1.LOWEST_ELEVATION ) FROM HIGHLOW AS HIGHLOWalias1 ) ;,select lowest_point from highlow where state_name in (select state_name from state where country_name = 'usa') order by lowest_elevation asc limit 1,2.397,0.0011,0.001,0,1,
99,what is the lowest point of all states through which the colorado river runs through,"SELECT HIGHLOWalias0.LOWEST_POINT FROM HIGHLOW AS HIGHLOWalias0 WHERE HIGHLOWalias0.STATE_NAME IN ( SELECT RIVERalias0.TRAVERSE FROM RIVER AS RIVERalias0 WHERE RIVERalias0.RIVER_NAME = ""colorado"" ) ORDER BY HIGHLOWalias0.LOWEST_ELEVATION LIMIT 1 ;","select t1.lowest_point, t1.lowest_elevation 
from highlow t1 
join river t2 on t1.state_name = t2.traverse 
where t2.river_name = 'colorado'",2.461,0.0003,0.0002,0,0,Data Mismatch
100,what is the most dense state in the usa,SELECT STATEalias0.STATE_NAME FROM STATE AS STATEalias0 WHERE STATEalias0.DENSITY = ( SELECT MAX( STATEalias1.DENSITY ) FROM STATE AS STATEalias1 ) ;,select state_name from state where country_name = 'usa' order by density desc limit 1,2.328,0.0002,0.0001,0,1,
101,what is the most populous state through which the mississippi runs,"SELECT STATEalias0.STATE_NAME FROM STATE AS STATEalias0 WHERE STATEalias0.POPULATION = ( SELECT MAX( STATEalias1.POPULATION ) FROM STATE AS STATEalias1 WHERE STATEalias1.STATE_NAME IN ( SELECT RIVERalias0.TRAVERSE FROM RIVER AS RIVERalias0 WHERE RIVERalias0.RIVER_NAME = ""mississippi"" ) ) AND STATEalias0.STATE_NAME IN ( SELECT RIVERalias1.TRAVERSE FROM RIVER AS RIVERalias1 WHERE RIVERalias1.RIVER_NAME = ""mississippi"" ) ;",select state_name from state where state_name in (select border from border_info where border in (select state_name from state where state_name in (select traverse from river where river_name = 'mississippi')) ) order by population desc limit 1,2.471,0.0068,0.0004,0,1,
102,what is the population density of the largest state,SELECT STATEalias0.DENSITY FROM STATE AS STATEalias0 WHERE STATEalias0.AREA = ( SELECT MAX( STATEalias1.AREA ) FROM STATE AS STATEalias1 ) ;,select density from state order by area desc limit 1,2.301,0.0003,0.0001,0,1,
103,what is the population of the largest city in the state with the largest area,SELECT CITYalias0.POPULATION FROM CITY AS CITYalias0 WHERE CITYalias0.POPULATION = ( SELECT MAX( CITYalias1.POPULATION ) FROM CITY AS CITYalias1 WHERE CITYalias1.STATE_NAME IN ( SELECT STATEalias0.STATE_NAME FROM STATE AS STATEalias0 WHERE STATEalias0.AREA = ( SELECT MAX( STATEalias1.AREA ) FROM STATE AS STATEalias1 ) ) ) AND CITYalias0.STATE_NAME IN ( SELECT STATEalias2.STATE_NAME FROM STATE AS STATEalias2 WHERE STATEalias2.AREA = ( SELECT MAX( STATEalias3.AREA ) FROM STATE AS STATEalias3 ) ) ;,select t2.population from state as t1 inner join city as t2 on t1.state_name = t2.state_name where t1.area = (select max(area) from state) order by t2.population desc limit 1,2.468,0.0004,0.0005,0,1,
104,what is the population of the smallest state,SELECT STATEalias0.POPULATION FROM STATE AS STATEalias0 WHERE STATEalias0.AREA = ( SELECT MIN( STATEalias1.AREA ) FROM STATE AS STATEalias1 ) ;,select population from state order by area asc limit 1,2.277,0.0012,0.0002,0,1,
105,what is the population of the state that borders the most states,"SELECT STATEalias0.POPULATION FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME IN ( SELECT BORDER_INFOalias0.BORDER FROM BORDER_INFO AS BORDER_INFOalias0 GROUP BY BORDER_INFOalias0.BORDER HAVING COUNT( 1 ) = ( SELECT MAX( DERIVED_TABLEalias0.DERIVED_FIELDalias0 ) FROM ( SELECT BORDER_INFOalias1.BORDER , COUNT( 1 ) AS DERIVED_FIELDalias0 FROM BORDER_INFO AS BORDER_INFOalias1 GROUP BY BORDER_INFOalias1.BORDER ) AS DERIVED_TABLEalias0 ) ) ;",select s.population from state s join border_info b on s.state_name = b.state_name group by s.state_name order by count(b.border) desc limit 1,2.388,0.001,0.0007,0,0,Data Mismatch
106,what is the population of the state with the highest population density,SELECT STATEalias0.POPULATION FROM STATE AS STATEalias0 WHERE STATEalias0.DENSITY = ( SELECT MAX( STATEalias1.DENSITY ) FROM STATE AS STATEalias1 ) ;,select population from state where density = (select max(density) from state),2.289,0.0005,0.0001,0,1,
107,what is the smallest city in the usa,SELECT CITYalias0.CITY_NAME FROM CITY AS CITYalias0 WHERE CITYalias0.POPULATION = ( SELECT MIN( CITYalias1.POPULATION ) FROM CITY AS CITYalias1 ) ;,select city_name from city where population = (select min(population) from city where country_name = 'usa') and country_name = 'usa',2.303,0.0006,0.0003,0,1,
108,what is the smallest state that borders the most states,"SELECT STATEalias0.STATE_NAME FROM STATE AS STATEalias0 WHERE STATEalias0.AREA = ( SELECT MIN( STATEalias1.AREA ) FROM STATE AS STATEalias1 WHERE STATEalias1.STATE_NAME IN ( SELECT DERIVED_TABLEalias0.STATE_NAME FROM ( SELECT BORDER_INFOalias0.STATE_NAME , COUNT( DISTINCT BORDER_INFOalias0.BORDER ) AS DERIVED_FIELDalias0 FROM BORDER_INFO AS BORDER_INFOalias0 GROUP BY BORDER_INFOalias0.STATE_NAME ) AS DERIVED_TABLEalias0 WHERE DERIVED_TABLEalias0.DERIVED_FIELDalias0 = ( SELECT MAX( DERIVED_TABLEalias1.DERIVED_FIELDalias1 ) FROM ( SELECT BORDER_INFOalias1.STATE_NAME , COUNT( DISTINCT BORDER_INFOalias1.BORDER ) AS DERIVED_FIELDalias1 FROM BORDER_INFO AS BORDER_INFOalias1 GROUP BY BORDER_INFOalias1.STATE_NAME ) AS DERIVED_TABLEalias1 ) ) ) ;","select s.state_name, s.area, bi.border 
from state s 
join border_info bi on s.state_name = bi.state_name 
order by s.area asc, bi.border desc 
limit 1",2.46,0.003,0.0022,0,0,Data Mismatch
109,what is the smallest state bordering wyoming,"SELECT STATEalias0.STATE_NAME FROM STATE AS STATEalias0 WHERE STATEalias0.AREA = ( SELECT MIN( STATEalias1.AREA ) FROM STATE AS STATEalias1 WHERE STATEalias1.STATE_NAME IN ( SELECT BORDER_INFOalias0.BORDER FROM BORDER_INFO AS BORDER_INFOalias0 WHERE BORDER_INFOalias0.STATE_NAME = ""wyoming"" ) ) AND STATEalias0.STATE_NAME IN ( SELECT BORDER_INFOalias1.BORDER FROM BORDER_INFO AS BORDER_INFOalias1 WHERE BORDER_INFOalias1.STATE_NAME = ""wyoming"" ) ;",select state_name from border_info where border = 'wyoming' order by (select area from state where state.state_name = border_info.state_name) limit 1,2.381,0.0005,0.0002,0,1,
110,what is the smallest state that the mississippi river runs through,"SELECT STATEalias0.STATE_NAME FROM STATE AS STATEalias0 WHERE STATEalias0.AREA = ( SELECT MIN( STATEalias1.AREA ) FROM STATE AS STATEalias1 WHERE STATEalias1.STATE_NAME IN ( SELECT RIVERalias0.TRAVERSE FROM RIVER AS RIVERalias0 WHERE RIVERalias0.RIVER_NAME = ""mississippi"" ) ) AND STATEalias0.STATE_NAME IN ( SELECT RIVERalias1.TRAVERSE FROM RIVER AS RIVERalias1 WHERE RIVERalias1.RIVER_NAME = ""mississippi"" ) ;",select state_name from state where state_name in (select traverse from river where river_name = 'mississippi') order by area asc limit 1,2.388,0.0005,0.0002,0,1,
111,what is the state with the smallest area,SELECT STATEalias0.STATE_NAME FROM STATE AS STATEalias0 WHERE STATEalias0.AREA = ( SELECT MIN( STATEalias1.AREA ) FROM STATE AS STATEalias1 ) ;,select state_name from state order by area asc limit 1,2.291,0.0006,0.0002,0,1,
112,what is the total length of all rivers in the usa,"SELECT SUM( DERIVED_TABLEalias0.LENGTH ) FROM ( SELECT DISTINCT RIVERalias0.RIVER_NAME , RIVERalias0.LENGTH FROM RIVER AS RIVERalias0 ) AS DERIVED_TABLEalias0 ;",select sum(length) from river where country_name = 'usa',2.306,0.0006,0.0001,0,0,Data Mismatch
113,what river flows through the most states,SELECT RIVERalias0.RIVER_NAME FROM RIVER AS RIVERalias0 GROUP BY ( RIVERalias0.RIVER_NAME ) ORDER BY COUNT( DISTINCT RIVERalias0.TRAVERSE ) DESC LIMIT 1 ;,select river_name from river group by river_name order by count(traverse) desc limit 1,2.327,0.0017,0.0003,0,1,
114,what river runs through the state with the most cities,"SELECT RIVERalias0.RIVER_NAME FROM RIVER AS RIVERalias0 WHERE RIVERalias0.TRAVERSE IN ( SELECT DERIVED_TABLEalias0.STATE_NAME FROM ( SELECT CITYalias0.STATE_NAME , COUNT( 1 ) AS DERIVED_FIELDalias0 FROM CITY AS CITYalias0 GROUP BY CITYalias0.STATE_NAME ) AS DERIVED_TABLEalias0 WHERE DERIVED_TABLEalias0.DERIVED_FIELDalias0 = ( SELECT MAX( DERIVED_TABLEalias1.DERIVED_FIELDalias1 ) FROM ( SELECT COUNT( 1 ) AS DERIVED_FIELDalias1 FROM CITY AS CITYalias1 GROUP BY CITYalias1.STATE_NAME ) AS DERIVED_TABLEalias1 ) ) ;","select r.river_name from river r 
join city c on r.country_name = c.country_name 
group by r.river_name 
order by count(distinct c.city_name) desc 
limit 1",2.733,0.0013,0.0512,0,0,Data Mismatch
115,what rivers are in states that border texas,"SELECT RIVERalias0.RIVER_NAME FROM RIVER AS RIVERalias0 WHERE RIVERalias0.TRAVERSE IN ( SELECT BORDER_INFOalias0.BORDER FROM BORDER_INFO AS BORDER_INFOalias0 WHERE BORDER_INFOalias0.STATE_NAME = ""texas"" ) ;","select distinct r.river_name 
from river r 
join state s on r.country_name = s.country_name 
join border_info bi on s.state_name = bi.border 
where bi.state_name = 'texas' and r.traverse = 'texas'",2.445,0.0004,0.0003,0,0,Data Mismatch
116,what rivers traverses the state which borders the most states,"SELECT RIVERalias0.RIVER_NAME FROM RIVER AS RIVERalias0 WHERE RIVERalias0.TRAVERSE IN ( SELECT BORDER_INFOalias0.BORDER FROM BORDER_INFO AS BORDER_INFOalias0 GROUP BY BORDER_INFOalias0.BORDER HAVING COUNT( 1 ) = ( SELECT MAX( DERIVED_TABLEalias0.DERIVED_FIELDalias0 ) FROM ( SELECT BORDER_INFOalias1.BORDER , COUNT( 1 ) AS DERIVED_FIELDalias0 FROM BORDER_INFO AS BORDER_INFOalias1 GROUP BY BORDER_INFOalias1.BORDER ) AS DERIVED_TABLEalias0 ) ) ;",select r.river_name from river r where r.traverse in (select bi.state_name from border_info bi group by bi.state_name order by count(bi.border) desc limit 1),2.493,0.002,0.0003,0,0,Data Mismatch
117,what state bordering nevada has the largest population,"SELECT STATEalias0.STATE_NAME FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME IN ( SELECT BORDER_INFOalias0.BORDER FROM BORDER_INFO AS BORDER_INFOalias0 WHERE BORDER_INFOalias0.STATE_NAME = ""nevada"" ) ORDER BY STATEalias0.POPULATION DESC LIMIT 1 ;",select s.state_name from state s join border_info b on s.state_name = b.state_name where b.border = 'nevada' order by s.population desc limit 1,2.346,0.0007,0.0002,0,1,
118,what state contains the highest point of those the colorado river traverses,"SELECT HIGHLOWalias0.STATE_NAME FROM HIGHLOW AS HIGHLOWalias0 WHERE HIGHLOWalias0.HIGHEST_ELEVATION = ( SELECT MAX( HIGHLOWalias1.HIGHEST_ELEVATION ) FROM HIGHLOW AS HIGHLOWalias1 WHERE HIGHLOWalias1.STATE_NAME IN ( SELECT RIVERalias0.TRAVERSE FROM RIVER AS RIVERalias0 WHERE RIVERalias0.RIVER_NAME = ""colorado"" ) ) ;",select t1.state_name from highlow t1 join river t2 on t1.state_name = t2.traverse where t2.river_name = 'colorado' order by t1.highest_elevation desc limit 1,2.378,0.0004,0.0002,0,1,
119,what state has the largest capital,"SELECT CITYalias0.STATE_NAME FROM CITY AS CITYalias0 WHERE CITYalias0.POPULATION = ( SELECT MAX( CITYalias1.POPULATION ) FROM CITY AS CITYalias1 , STATE AS STATEalias0 WHERE STATEalias0.CAPITAL = CITYalias1.CITY_NAME ) ;",select state_name from state order by population desc limit 1,2.297,0.0007,0.0001,0,0,Data Mismatch
120,what state has the longest river,SELECT RIVERalias0.TRAVERSE FROM RIVER AS RIVERalias0 WHERE RIVERalias0.LENGTH = ( SELECT MAX( DISTINCT RIVERalias1.LENGTH ) FROM RIVER AS RIVERalias1 ) ;,select t1.state_name from state t1 join river t2 on t1.country_name = t2.country_name order by t2.length desc limit 1,2.283,0.0008,0.0021,0,0,Data Mismatch
121,what state has the most major cities,SELECT CITYalias0.STATE_NAME FROM CITY AS CITYalias0 WHERE CITYalias0.POPULATION > 150000 GROUP BY CITYalias0.STATE_NAME ORDER BY COUNT( 1 ) DESC LIMIT 1 ;,select state_name from city group by state_name order by count(city_name) desc limit 1,2.306,0.0007,0.0003,0,1,
122,what state has the smallest urban population,SELECT CITYalias0.STATE_NAME FROM CITY AS CITYalias0 GROUP BY CITYalias0.STATE_NAME ORDER BY SUM( CITYalias0.POPULATION ) LIMIT 1 ;,select t1.state_name from state t1 inner join city t2 on t1.state_name = t2.state_name group by t1.state_name order by sum(t2.population) asc limit 1,2.382,0.0015,0.0008,0,1,
123,what states border states that border mississippi,"SELECT BORDER_INFOalias0.BORDER FROM BORDER_INFO AS BORDER_INFOalias0 WHERE BORDER_INFOalias0.STATE_NAME IN ( SELECT BORDER_INFOalias1.BORDER FROM BORDER_INFO AS BORDER_INFOalias1 WHERE BORDER_INFOalias1.STATE_NAME = ""mississippi"" ) ;","select distinct t1.state_name 
from border_info t1 
inner join border_info t2 
on t1.border = t2.state_name 
where t2.border = 'mississippi'",2.291,0.0013,0.0013,0,1,
124,what states border states that the ohio runs through,"SELECT BORDER_INFOalias0.BORDER FROM BORDER_INFO AS BORDER_INFOalias0 WHERE BORDER_INFOalias0.STATE_NAME IN ( SELECT RIVERalias0.TRAVERSE FROM RIVER AS RIVERalias0 WHERE RIVERalias0.RIVER_NAME = ""ohio"" ) ;","select distinct t1.state_name 
from border_info t1 
inner join river t2 
on t1.border = t2.traverse 
where t2.river_name = 'ohio'",2.269,0.0005,0.0005,0,1,
125,what states border texas and have a major river,"SELECT BORDER_INFOalias0.STATE_NAME FROM BORDER_INFO AS BORDER_INFOalias0 WHERE BORDER_INFOalias0.BORDER = ""texas"" AND BORDER_INFOalias0.STATE_NAME IN ( SELECT RIVERalias0.TRAVERSE FROM RIVER AS RIVERalias0 WHERE RIVERalias0.LENGTH > 750 ) ;",select distinct t1.border from border_info t1 inner join river t2 on t1.border = t2.traverse where t1.state_name = 'texas',2.382,0.0006,0.0003,0,1,
126,what states border the most populous state,SELECT BORDER_INFOalias0.BORDER FROM BORDER_INFO AS BORDER_INFOalias0 WHERE BORDER_INFOalias0.STATE_NAME = ( SELECT STATEalias0.STATE_NAME FROM STATE AS STATEalias0 WHERE STATEalias0.POPULATION = ( SELECT MAX( STATEalias1.POPULATION ) FROM STATE AS STATEalias1 ) ) ;,select border from border_info where state_name = (select state_name from state order by population desc limit 1),2.278,0.0003,0.0002,0,1,
127,what states border the state that borders the most states,"SELECT BORDER_INFOalias0.BORDER FROM BORDER_INFO AS BORDER_INFOalias0 WHERE BORDER_INFOalias0.STATE_NAME IN ( SELECT BORDER_INFOalias1.BORDER FROM BORDER_INFO AS BORDER_INFOalias1 GROUP BY BORDER_INFOalias1.BORDER HAVING COUNT( 1 ) = ( SELECT MAX( DERIVED_TABLEalias0.DERIVED_FIELDalias0 ) FROM ( SELECT BORDER_INFOalias2.BORDER , COUNT( 1 ) AS DERIVED_FIELDalias0 FROM BORDER_INFO AS BORDER_INFOalias2 GROUP BY BORDER_INFOalias2.BORDER ) AS DERIVED_TABLEalias0 ) ) ;",select border from border_info where state_name = (select state_name from border_info group by state_name order by count(border) desc limit 1),2.379,0.0008,0.0003,0,0,Data Mismatch
